date,message,repo
2025-09-29,Remove duplicate @tailwindcss/postcss dependency from devDependencies and add it to dependencies,Inforwaves/yeheli-web-fe
2025-09-29,"Merge pull request #27 from Inforwaves/buildFixes

Refactor layout component to improve structure and remove unused font…",Inforwaves/yeheli-web-fe
2025-09-29,Refactor layout component to improve structure and remove unused font imports,Inforwaves/yeheli-web-fe
2025-09-26,feat: enhance FAQ category interface by adding source_id property,Inforwaves/yeheli-web-fe
2025-09-26,fix: correct motion component wrapping in Footer for proper animation,Inforwaves/yeheli-web-fe
2025-09-26,"Merge pull request #23 from Inforwaves/fixAiChat

Fix ai chat",Inforwaves/yeheli-web-fe
2025-09-26,Merge branch 'dev' into fixAiChat,Inforwaves/yeheli-web-fe
2025-09-26,refactor: enforce maximum question length and improve error handling in HiworksSections,Inforwaves/yeheli-web-fe
2025-09-26,refactor: enhance error handling and accessibility in HiworksSections and LoginModal components,Inforwaves/yeheli-web-fe
2025-09-26,refactor: update motion easing functions for improved animation consistency,Inforwaves/yeheli-web-fe
2025-09-26,"Enhance UI with Framer Motion animations across multiple components

- Implemented fade-in and scale animations in FaqSectionStrapi for category pills and questions.
- Added motion effects to Footer for smoother transitions.
- Introduced animated header reveal in Header component.
- Enhanced HeroSectionStrapi with background and text animations.
- Applied staggered animations in HiworksSections for message display.
- Integrated motion effects in LocaleSwitcher for a dynamic language selection.
- Improved LogoCarouselStrapi with hover scaling effects.
- Animated StatsSectionStrapi to display statistics with engaging transitions.
- Created a new motion utility file to define reusable animation variants.",Inforwaves/yeheli-web-fe
2025-09-25,refactor: streamline question submission logic and enhance auto-submit functionality,Inforwaves/yeheli-web-fe
2025-09-25,refactor: adjust LocaleSwitcher minimum width for better responsiveness,Inforwaves/yeheli-web-fe
2025-09-25,refactor: update LocaleSwitcher styling for improved visual consistency,Inforwaves/yeheli-web-fe
2025-09-25,"Merge pull request #22 from Inforwaves/fixAiChat

refactor: replace native select with custom Select component for impr…",Inforwaves/yeheli-web-fe
2025-09-25,refactor: replace native select with custom Select component for improved styling and functionality,Inforwaves/yeheli-web-fe
2025-09-25,"Merge pull request #21 from Inforwaves/fixAiChat

Fix ai chat",Inforwaves/yeheli-web-fe
2025-09-25,refactor: enhance LocaleSwitcher styling and structure for improved UX,Inforwaves/yeheli-web-fe
2025-09-25,refactor: clean up imports and improve type usage across components,Inforwaves/yeheli-web-fe
2025-09-24,"Merge pull request #20 from Inforwaves/feat/backend

refactor: update otp input length to 6",Inforwaves/yeheli-web-fe
2025-09-24,Merge branch 'dev' into feat/backend,Inforwaves/yeheli-web-fe
2025-09-24,"Merge pull request #18 from Inforwaves/feat/expert-chat-integration

Add Parent-iframe communication in chatbot",Inforwaves/yeheli-web-fe
2025-09-24,"Merge pull request #19 from Inforwaves/refactor/cleanUp

Refactor/clean up",Inforwaves/yeheli-web-fe
2025-09-24,feat(ui): enhance header and login modal with Strapi integration and dynamic content,Inforwaves/yeheli-web-fe
2025-08-28,"Merge pull request #12 from Inforwaves/test-dev

Test dev",Inforwaves/yeheli-web-fe
2025-10-22,"Merge pull request #43 from Inforwaves/strapiChnages

Refactor code structure for improved readability and maintainability",Inforwaves/yeheli-web-fe
2025-10-22,Refactor code structure for improved readability and maintainability,Inforwaves/yeheli-web-fe
2025-10-22,"Merge pull request #42 from Inforwaves/strapiChnages

fix: update blog and stats section data structure for consistency",Inforwaves/yeheli-web-fe
2025-10-22,fix: update blog and stats section data structure for consistency,Inforwaves/yeheli-web-fe
2025-10-22,"Merge pull request #38 from Inforwaves/fix/stats-section

fix: simplify Stats interface by removing optional bySpecialization p…",Inforwaves/yeheli-web-fe
2025-10-21,fix: clarify comment in StatsSectionStrapi for fetching stats data,Inforwaves/yeheli-web-fe
2025-10-21,fix: refactor StatsSectionStrapi to use normalized stats and improve data fetching logic,Inforwaves/yeheli-web-fe
2025-10-21,fix: enhance StatsSectionStrapi to fetch and display dynamic content from Strapi,Inforwaves/yeheli-web-fe
2025-10-21,fix: update API endpoint paths for Strapi v5 compatibility,Inforwaves/yeheli-web-fe
2025-10-21,fix: update API endpoint paths for consistency in Strapi functions,Inforwaves/yeheli-web-fe
2025-08-28,"Fix translation inconsistencies in Sinhala localization: correct spelling of ""යෙහෙලි"" in header and hero sections.",Inforwaves/yeheli-web-fe
2025-09-01,Refactor layout and page components for improved data handling; enhance FaqSection and HiworksSections with better state management; update Strapi data fetching functions for null safety.,Inforwaves/yeheli-web-fe
2025-09-01,Refactor components to support dynamic data from Strapi; add DebugBadge for development; implement revalidation API; enhance status page for API health checks; update LogoCarousel and StatsSection to accept props; improve type definitions for better TypeScript support.,Inforwaves/yeheli-web-fe
2025-10-22,feat: Update FAQ category schema and synchronization logic to remove localization support and enhance descriptions,Inforwaves/yeheli-web-strapi
2025-10-22,feat: Refactor content type schemas to enhance attributes and remove duplicates,Inforwaves/yeheli-web-strapi
2025-10-21,feat: Enhance AWS S3 configuration with dynamic bucket URL and add CORS support for images and media,Inforwaves/yeheli-web-strapi
2025-10-21,feat: Update stats data structure to use metric keys and enhance descriptions,Inforwaves/yeheli-web-strapi
2025-10-21,feat: Add AWS S3 configuration and ACL handling to environment and plugin settings,Inforwaves/yeheli-web-strapi
2025-10-21,added aws s3 bucket,Inforwaves/yeheli-web-strapi
2025-10-21,"feat: Add Azure Blob Storage integration for Strapi

- Implemented check-upload-config.js to verify Strapi upload configuration and environment variables.
- Created migrate-to-azure.sh for migrating existing media files to Azure Blob Storage.
- Developed setup-azure-container.sh to automate Azure Blob Storage container setup.
- Added test-azure-storage.js to test Azure Blob Storage connection and configuration.
- Introduced verify-azure-setup.sh to validate Azure Storage configuration in Strapi.",Inforwaves/yeheli-web-strapi
2025-10-21,fix: update fetchBackendCategories to make integration key optional and adjust endpoint,Inforwaves/yeheli-web-strapi
2025-10-21,fix: remove deprecated login modal structure and update seeding scripts,Inforwaves/yeheli-web-strapi
2025-10-21,fix: update Buildx setup to use version 3 and clarify configuration,Inforwaves/yeheli-web-strapi
2025-10-20,"Merge pull request #6 from Inforwaves/dev

Dev",Inforwaves/yeheli-web-strapi
2025-10-20,"Merge pull request #2 from Inforwaves/simplify

feat(blog-section): enhance schema with friendly fields and descripti…",Inforwaves/yeheli-web-strapi
2025-10-20,Merge branch 'dev' into simplify,Inforwaves/yeheli-web-strapi
2025-09-30,fix: remove unnecessary slot-name from Azure deployment configuration,Inforwaves/yeheli-web-strapi
2025-09-30,Implement code changes to enhance functionality and improve performance,Inforwaves/yeheli-web-strapi
2025-09-30,"Merge pull request #4 from Inforwaves/feat/faq

Feat/faq",Inforwaves/yeheli-web-strapi
2025-09-30,"Add new SVG graphics for meditation, mental health, and visitor statistics

- Introduced a new SVG for meditation statistics with intricate design elements.
- Added a mental health statistics SVG featuring a gradient fill and detailed paths.
- Created a visitor statistics SVG with a linear gradient and dynamic shapes.",Inforwaves/yeheli-web-strapi
2025-09-29,chore: update Node.js engine version to 20 in package.json,Inforwaves/yeheli-web-strapi
2025-09-29,feat: switch database client from SQLite to PostgreSQL and update dependencies,Inforwaves/yeheli-web-strapi
2025-09-26,feat: implement FAQ category synchronization with backend integration,Inforwaves/yeheli-web-strapi
2025-09-24,feat: add login modal with multilingual support and related services,Inforwaves/yeheli-web-strapi
2025-09-23,"feat(blog-section): enhance schema with friendly fields and descriptions for better editor experience

feat(faq-category): add display names and descriptions for fields in FAQ category schema

feat(faq-section): improve field descriptions in FAQ section schema

fix(footer): update footer description to indicate deprecation in current frontend

fix(header): update header description to indicate deprecation in current frontend

feat(hero-section): enrich hero section schema with friendly fields and detailed descriptions

delete(how-it-works-section): remove unused how-it-works-section API and related files

feat(logo-carousel): add display name and description for carousel title in logo carousel schema

feat(stats-section): enhance stats section schema with friendly fields and descriptions

feat(shared/logo-item): add display names and descriptions for logo item fields

feat(shared/menu-item): add display names and descriptions for menu item fields

feat(shared/stat-item): add display names and descriptions for stat item fields

chore(types): update generated types to reflect schema changes and new login modal

feat(scripts): add migration scripts for blog friendly fields and sample blog section creation

feat(login-modal): introduce new login modal schema with localized fields for user input",Inforwaves/yeheli-web-strapi
2025-09-22,chore: remove unused AdminAuditLog interface from content types,Inforwaves/yeheli-web-strapi
2025-09-18,chore: refresh generated strapi typings,Inforwaves/yeheli-web-strapi
2025-09-18,chore: centralize seed media assets,Inforwaves/yeheli-web-strapi
2025-09-18,chore: resolve admin alias relative to config,Inforwaves/yeheli-web-strapi
2025-09-18,docs: document seed workflow and scripts,Inforwaves/yeheli-web-strapi
2025-09-18,chore: align permission seeding with document api,Inforwaves/yeheli-web-strapi
2025-09-18,chore: deprecate legacy seed-data script,Inforwaves/yeheli-web-strapi
2025-09-18,docs: add env example configuration,Inforwaves/yeheli-web-strapi
2025-09-18,feat: harden security and cors middleware,Inforwaves/yeheli-web-strapi
2025-09-18,chore: log and connect public permissions safely,Inforwaves/yeheli-web-strapi
2025-09-18,refactor: modernize public permission bootstrap,Inforwaves/yeheli-web-strapi
2025-09-18,chore: relocate admin stylesheet to extensions,Inforwaves/yeheli-web-strapi
2025-09-18,refactor: drop inline admin style injection,Inforwaves/yeheli-web-strapi
2025-09-18,chore: enable sinhala and tamil admin locales,Inforwaves/yeheli-web-strapi
2025-09-18,refactor: remove redundant faq category field,Inforwaves/yeheli-web-strapi
2025-09-18,feat: attach footer logos in seed data,Inforwaves/yeheli-web-strapi
2025-09-18,feat: seed logo carousel with media assets,Inforwaves/yeheli-web-strapi
2025-09-18,feat: link stats icons to upload media,Inforwaves/yeheli-web-strapi
2025-09-18,feat: attach hero image during seeding,Inforwaves/yeheli-web-strapi
2025-09-18,fix: export how it works seed data,Inforwaves/yeheli-web-strapi
2025-09-18,refactor: align how it works naming,Inforwaves/yeheli-web-strapi
2025-09-18,feat: add header single type,Inforwaves/yeheli-web-strapi
2025-09-18,"feat: Add Yeheli branding and custom theme configuration for Strapi admin

- Introduced new SVG logos for Yeheli branding in admin and public directories.
- Configured custom theme settings including colors and logo paths in `app.tsx`.
- Implemented custom styles for various components in the Strapi admin interface.
- Added SCSS support with primary color variables in `vite.config.ts`.
- Created ""How It Works"" section with localized attributes in the API.
- Implemented core controller, router, and service for the ""How It Works"" section.",Inforwaves/yeheli-web-strapi
2025-09-15,full strapi implimentation.,Inforwaves/yeheli-web-strapi
2025-10-22,feat: Add Sinhala and Tamil locales for FAQ Section with creation and update logic,Inforwaves/yeheli-web-strapi
2025-10-22,"Merge pull request #8 from Inforwaves/ContentFixws

feat: Update FAQ category schema and synchronization logic to remove …",Inforwaves/yeheli-web-strapi
2025-10-22,"Merge pull request #7 from Inforwaves/ContentFixws

Content fixes",Inforwaves/yeheli-web-strapi
